134.35 495.16 158.99 166.01 297.93 78.91 601.86 156.18 113.0 92.75 235.04 3250.0 397.64 591.97 102.78 478.38 303.0 278.12 2126.35 143.52 157.02 75.5 120.66 615.93 53.32 351.99 117.74 47.425 88.6 339.75 76.76 108.6827 255.45 387.98 146.82 62.05 42.62 47.07 270.52 108.79 31.94 66.78 2079.77 530.74 453.31 84.99 60.6 410.0 799.26 98.79 31.93 35.74 321.53 570.18 345.01 125.74 156.57 55.62 1934.15 89.9 184.89 52.08 243.9332 172.16 86.06 94.55 556.94 131.18 602.0 193.17 286.8959 432.22 90.24 98.45 197.12 135.26 145.95 292.64 145.57 494.25 120.94 105.74 162.0 6.1 286.71 169.45 187.67 252.6 123.81 801.26 178.0 189.94 208.88 210.82 50.17 276.83 61.49 143.84 431.52
135.9 494.53 154.61 168.39 304.49 80.14 611.77 154.99 107.4336 92.9 238.64 3292.0 390.39 574.63 103.5 473.69 308.97 278.51 2145.34 139.53 156.98 77.51 119.68 614.2 52.919 355.73 118.86 47.349 88.94 349.75 76.31 110.59 257.76 404.62 145.33 62.6 43.45 47.83 271.89 110.69 31.58 67.2 2091.0 519.3 454.13 86.04 59.095 400.0 794.0 99.95 31.98 34.23 299.41 540.0 344.72 127.56 152.52 55.11 1934.99 90.79 178.29 51.2 244.78 171.02 84.4 92.77 564.442 132.36 599.21 188.4 289.38 455.78 90.81 99.98 203.0 137.85 146.66 287.33 145.78 491.23 120.96 106.115 172.15 6.09 279.08 169.21 186.39 256.57 125.43 812.44 176.0 191.62 204.07 212.48 51.727 274.43 62.09 144.15 433.99
136.48 499.17 154.7 168.4 305.56 79.99 618.07 156.08 106.94 91.5 236.64 3314.0 388.97 571.43 103.04 477.21 309.92 271.45 2116.3 140.2 155.26 79.56 119.09 623.36 53.04 361.0 121.669 46.15 89.16 351.2 76.24 109.82 257.54 406.43 146.95 62.5453 43.83 47.65 272.4465 113.95 30.91 67.26 2083.14 509.26 450.97 87.5 59.3 395.84 787.0 98.8 32.6 33.9 302.13 533.0 341.2 127.07 152.44 55.84 1878.0 91.17 182.74 51.26 245.0 165.6 84.0 92.02 562.5 133.2 578.53 191.61 281.0 456.67 91.51 100.31 196.95 141.12 148.75 285.1 147.62 493.43 120.61 106.78 176.74 6.055 278.03 172.81 184.21 249.33 125.112 843.635 175.2 192.08 202.47 215.98 50.44 276.0 62.21 142.25 431.89
136.62 495.0 152.7 167.87 308.15 80.24 601.39 154.51 106.2067 91.39 235.53 3312.49 382.0 566.54 101.95 472.0 279.6 268.23 2082.88 137.56 150.39 78.83 117.82 616.34 52.0 360.04 120.97 48.766 86.81 347.07 75.82 107.29 249.92 405.75 142.57 63.87 43.93 47.41 266.44 112.65 32.7487 67.77 2074.8 497.31 450.0 94.34 58.77 385.85 772.99 95.04 32.03 33.91 300.29 535.62 336.65 129.29 151.8 56.23 1893.26 90.45 186.21 51.24 241.87 159.0 83.35 91.38 546.0 130.805 573.625 187.35 281.34 451.02 91.66 97.11 191.4105 141.13 147.01 280.38 147.55 496.53 120.6 106.0 177.9 6.07 276.48 170.67 180.26 244.54 125.92 855.12 174.495 189.26 199.97 214.45 49.8298 270.22 62.61 141.21 411.6946
136.03 494.26 150.16 167.96 308.33 81.617 622.19 154.74 101.85 88.31 236.23 3358.5 381.11 557.97 102.05 468.75 275.0 266.56 2117.05 137.17 152.08 79.79 119.04 616.63 51.06 356.57 119.5 48.56 88.27 344.81 74.63 106.07 252.3076 414.78 142.0 62.6 43.76 47.51 268.75 113.42 31.66 68.5 2100.0 504.31 432.44 91.08 58.375 393.48 768.26 95.68 32.5 33.92 289.94 515.0 335.95 130.15 146.34 56.11 1948.0 91.72 177.0 50.58 243.15 160.17 81.7452 89.29 555.0 124.8 549.0886 184.7 283.29 452.3 90.63 97.39 197.0683 141.19 148.838 276.88 147.1 503.14 118.96 106.42 180.0 6.1248 275.3 172.32 179.84 245.0 126.2 869.67 171.34 187.78 200.03 217.13 49.885 269.0 63.42 136.88 420.74
137.35 490.92 151.72 170.73 302.9916 81.736 622.09 155.13 104.855 88.15 236.55 3319.0 379.72 554.96 100.66 474.33 261.56 268.14 2109.29 137.57 151.2729 80.78 121.0 621.03 51.8633 356.55 116.88 47.57 89.44 339.51 74.55 106.75 246.6628 408.02 139.91 61.16 43.97 47.39 266.8 112.7501 30.39 67.25 2059.56 496.29 431.9 91.63 59.0 392.54 764.6 95.24 32.44 33.33 296.03 524.52 340.2 126.99 146.5 56.05 1912.88 92.05 170.99 50.69 242.23 151.46 81.77 90.595 552.26 122.13 549.0 182.95 282.27 453.35 92.0 97.277 197.51 140.49 149.0 268.61 148.85 513.84 120.2 105.0871 166.26 6.1048 271.86 173.52 179.61 240.04 129.02 845.0 172.8 188.86 200.33 214.5 49.65 264.19 63.79 137.0 387.86
136.1 484.2196 147.83 168.07 294.36 80.597 607.5 155.35 100.21 88.22 234.54 3330.0 372.59 546.96 93.35 460.0 255.36 262.16 2036.19 135.22 145.71 80.04 120.25 604.98 50.33 356.714 112.44 45.87 89.33 331.45 74.34 105.11 238.5 395.48 140.56 63.96 42.5 46.62 267.01 111.72 30.32 64.89 2060.6156 487.91 425.39 91.16 57.27 381.94 750.0 95.595 31.86 33.1 288.4431 504.5 335.34 124.01 140.31 55.31 1905.0 90.27 166.42 51.25 242.66 141.77 79.15 88.49 539.81 121.08 541.24 175.89 277.69 442.92 90.3 96.818 199.3442 137.75 148.57 265.34 150.18 494.07 118.06 101.36 164.23 6.1348 266.12 171.81 177.72 245.0 130.31 855.0 169.96 187.5 199.75 213.35 48.9334 259.0 63.08 135.52 383.5
135.56 487.09 152.0 167.07 294.45 81.35 557.4938 155.0 104.32 88.6 229.85 3425.01 376.67 551.29 93.89 476.93 249.07 269.99 2079.53 136.0 140.53 80.35 127.52 616.65 51.25 355.53 113.36 45.75 89.56 330.29 79.79 103.76 243.45 392.47 144.36 58.1 42.85 46.35 265.62 110.12 30.59 65.21 2065.61 504.17 440.14 93.0 57.553 382.68 754.99 96.84 31.8622 33.27 301.6 520.1 344.99 122.0 142.82 55.84 1932.12 90.21 156.6 52.865 239.57 146.0 81.85 90.48 550.17 122.75 545.44 179.99 276.0 445.01 90.54 92.592 183.69 137.75 149.51 253.96 167.5765 505.09 116.31 101.25 164.81 6.1348 270.0 177.29 185.98 248.0 131.85 877.02 174.7837 187.73 201.93 218.42 48.31 253.71 64.09 137.48 395.79
135.53 473.65 153.02 167.29 288.62 80.577 551.78 156.31 102.99 88.49 238.23 3380.0 369.97 553.78 92.04 469.76 245.09 281.3 2035.0 135.33 138.74 80.54 133.04 597.69 50.35 351.07 111.81 45.52 87.57 327.86 78.86 101.85 234.49 387.23 146.15 58.51 42.47 46.58 264.0 107.93 31.95 65.09 1913.13 504.344 444.84 92.1 56.852 376.33 753.66 94.9865 31.95 33.25 296.0 512.5 335.82 119.47 144.74 55.61 1915.81 89.01 158.52 53.73 241.3 149.2 81.26 91.27 542.01 120.45 535.95 180.0 266.93 437.68 89.82 91.944 180.755 137.45 148.64 243.61 164.51 511.01 113.47 99.05 163.97 6.2744 264.01 173.0 188.08 238.49 128.63 844.68 173.05 186.23 199.11 225.802 49.2398 238.9 63.88 136.7 384.5
133.55 462.28 148.34 165.28 280.41 80.359 539.93 156.4 99.246 86.77 242.5 3242.36 358.1 547.4 91.49 455.85 239.35 283.2 1996.19 131.98 133.47 80.76 128.555 611.01 49.86 350.52 110.11 44.92 86.175 319.93 78.56 102.08 233.25 376.35 143.79 56.825 41.87 45.941 259.52 103.862 31.25 66.03 1844.585 483.02 427.14 90.0 55.62 365.49 752.0 90.15 32.0 33.46 286.02 491.05 329.38 117.95 139.7 55.61 1812.58 86.81 173.03 52.06 235.06 142.41 79.59 88.69 536.79 116.2 522.1335 166.44 260.71 428.3 87.77 91.496 173.53 136.98 147.7 238.37 157.37 512.82 112.64 96.99 162.75 6.3343 259.9602 166.13 173.84 231.21 126.29 814.29 167.36 184.3 195.47 231.0 49.81 228.52 64.1478 132.44 369.0
