 3
 1.16303987930795771 1.01972794993575788
 -.08779605502186202 0.0 
 -.04440547565349328 0.0
 19,  13
 2.2999999999999998,  625289591.99638009
 2.4470588235289998,  -907105178.77555418
 2.5941176470589999,  298741429.35185164
 2.741176470588,      -115964172.14858922
 2.8882352941180001,  39805620.592216179
 3.0352941176470001,  -6447021.9430936696
 3.1823529411760001,  13823109.590534102
 3.3294117647060002,  8671445.0616824385
 3.4764705882350002,  9982354.2501806803
 3.6235294117649999,  7715433.9656448429
 3.7705882352939999,  7251835.63875522
 3.917647058824,      4041324.2511783475
 4.0647058823529996,  5064860.865031518
 4.2117647058819996,  1243385.7322979949
 4.3588235294119997,  2534957.5492617213
 4.5058823529409997,  1621545.5308690825
 4.6529411764709998,  -100639.7438986846
 4.7999999999999998,  2667396.4485728554
 5.,                   -2133162.5798587641
 2.2999999999999998,  -336023055.54625553
 2.4470588235289998,  429801213.86739868
 2.5941176470589999,  -118176739.84533529
 2.741176470588,      66489744.06431596
 2.8882352941180001,  -8064047.5681937365
 3.0352941176470001,  8341132.7691215454
 3.1823529411760001,  -4422331.4491886534
 3.3294117647060002,  -4544122.8346809009
 3.4764705882350002,  -5761522.7893149331
 3.6235294117649999,  -5936056.2456826102
 3.7705882352939999,  -4856168.6206602743
 3.917647058824,      -4989025.1366674742
 4.0647058823529996,  -3594443.4353618459
 4.2117647058819996,  -2863174.1492103483
 4.3588235294119997,  -451485.25054570928
 4.5058823529409997,  -4590335.9361090651
 4.6529411764709998,  3114930.3187514544
 4.7999999999999998,  -3353492.0238386067
 5.,                  -35599.476164336294
 2.2999999999999998,  629323527.0410744
 2.4470588235289998,  -899624677.8126173
 2.5941176470589999,  289847108.34969509
 2.741176470588,      -116443785.91744685
 2.8882352941180001,  38176969.415366061
 3.0352941176470001,  -6213735.6826815
 3.1823529411760001,  14414551.539803511
 3.3294117647060002,  9516179.5673413035
 3.4764705882350002,  10335375.101648729
 3.6235294117649999,  8739128.3017235678
 3.7705882352939999,  5935597.6161651472
 3.917647058824,       6460277.5880737184
 4.0647058823529996,  1384686.7821404117
 4.2117647058819996,  5325325.5745726628
